Term	odds_ratio	Category	SampleID	CpGType	pvalue	EnrichType	-log10(Pval)
ZNF175	10.469	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
WDR5	11.160	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TBX2	11.666	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
WT1	 7.861	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF134	 5.452	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BAP1	10.886	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SREBF1	 9.887	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF667	 5.356	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF837	 7.336	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HSF2	 7.798	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF783	12.504	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TBL1XR1	10.048	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IFNA1	 5.167	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SFMBT1	11.067	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PHC1	 5.393	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TEAD1	 4.942	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ARID4A	11.260	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NCOA6	 8.238	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MITF	 6.116	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF507	 6.148	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RAD21	 7.180	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
VDR	 9.742	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PTBP1	 8.130	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXF2	 4.898	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BATF	 7.368	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF429	 5.603	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MED25	 6.325	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF169	 6.843	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFP37	 9.795	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF610	10.728	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SRF	10.113	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF714	 7.794	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RBM22	 7.462	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PHF19	 4.242	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PHF5A	10.976	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXA2	 5.775	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMAD2	 8.297	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IRF1	 8.892	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF645	 6.965	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CHD7	 3.974	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF17	 9.067	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF397	 6.685	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ATF4	 3.722	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RBBP4	 7.851	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MBD1	10.259	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NR1H2	 7.852	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF318	 3.954	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF639	 9.866	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZMYND8	 9.334	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HOXA3	11.503	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FEZF1	 6.776	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF687	 8.268	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ESRRA	 6.754	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN31	10.757	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF765	 9.638	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF83	 8.662	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MEF2C	 6.802	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF75A	10.784	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PDX1	 7.789	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFYA	14.208	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF92	 3.013	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TCF3	10.301	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CHAF1B	 9.702	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PBX3	 9.130	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB48	10.099	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBED1	 8.802	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN30	12.218	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXA1	 6.394	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMAD3-EPAS1	 9.057	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HEXIM1	 9.173	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MSX2	 6.862	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF267	 8.626	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
XRCC5	 8.765	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SRSF7	 9.374	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFYC	11.583	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GTF2A2	 8.779	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFKB2	 3.913	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF189	10.104	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF35	 8.818	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
UBTF	12.572	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
LYL1	 2.691	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZMYM3	 2.789	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CDX2	 7.734	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
YY2	10.204	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ID3	 6.428	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CDK7	11.893	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ELL2	10.342	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PAX3-FOXO1	 4.204	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NR2F6	 3.454	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ARID1B	 7.856	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NKX3-1	 6.510	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB42	 7.205	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMARCA4	13.169	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
LEF1	 4.875	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF554	 7.881	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TOP1	 8.078	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN5C	 4.065	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MXI1	13.991	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CERS6	11.122	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PHF20	10.217	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RFX1	 8.094	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ATOH8	 5.917	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HOXC5	 7.891	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ARNT	12.152	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
APC	 9.306	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SPIB	 4.775	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF704	10.773	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NR5A1	 5.632	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BCOR	12.507	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SPIN1	10.451	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MYC-DAXX	14.301	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IKZF2	 5.148	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB10	 8.954	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GTF3C2	 5.971	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF737	 6.499	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MAF	10.252	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
E2F4	15.306	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF140	 3.716	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ELK1	12.103	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DEK	 8.520	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GTF3C5	 9.665	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TAF3	13.263	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GATAD2A	 7.418	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GLIS2	11.497	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GPS2	 3.734	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF383	 9.388	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CSDC2	 6.851	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TAF15	10.847	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF311	 3.387	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF512B	 7.449	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
LIN54	11.165	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SOX9	12.270	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PBX2	 4.628	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN16	 5.182	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MAFG	 1.825	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CDKN1B	10.195	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SOX13	 6.496	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF626	 8.423	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HMBOX1	 3.477	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GATA4	 6.329	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CSNK2A1	10.553	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBX2	 4.515	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZIC2	11.538	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SFPQ	 7.395	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EGR1	12.255	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ATF2	 6.858	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
COBLL1	 6.548	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF598	 9.828	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBX5	 5.672	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EZH1	10.138	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GFI1B	10.548	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EP400	 9.356	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
YAP1	 8.862	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF695	 6.636	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IKZF3	 8.068	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RYBP	10.550	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ETV1	 9.355	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CREB3	 3.985	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CTCFL	12.631	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TFIIIC	15.215	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
U2AF1	 9.818	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PRDM6	 2.552	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
AATF	 3.547	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF785	 9.382	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BICRA	 7.685	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF860	10.939	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BRD3	12.085	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
E2F7	 7.641	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NEUROG2	 5.957	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF316	 2.914	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFE2	 9.887	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF770	 6.175	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FIP1L1	12.488	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF101	 8.243	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF283	 6.181	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PBX1-2-3	 8.985	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SOX21	 6.671	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB26	14.442	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMARCC2	 5.322	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF843	 9.120	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RREB1	 9.483	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF622	13.419	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HNF4G	 6.687	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBX8	 1.661	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EBF1	 6.362	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF260	 8.069	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PROX1	 2.645	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FANCL	13.396	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TERF2	 5.408	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF76	11.279	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HCFC1	13.387	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF264	 9.307	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MBD3	 7.265	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB18	 9.037	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
JUNB	 6.500	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RAD51	 4.840	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IRF3	13.228	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ILF3	 9.304	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SUPT16H	 5.487	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MCRS1	10.912	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZMIZ1	10.413	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SNAPC1	10.262	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PRDM4	 7.650	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF280D	 6.361	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF14	11.473	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CHAMP1	 4.150	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CTBP1	11.482	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TP63	 7.979	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF280A	 7.258	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMAD1	11.422	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF197	 9.950	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DDX20	 8.273	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF519	12.331	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TASOR	 8.905	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GATAD2B	10.876	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF597	 4.353	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GABPB1	 9.266	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MAZ	13.531	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KDM3A	11.617	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBX4	12.984	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GATA6	 6.788	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KDM4A	14.288	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF333	 8.170	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF736	 4.065	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF750	 6.520	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ISL2	12.130	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TBX5	 5.715	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PAX8	 6.933	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
OVOL1	 8.641	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
POU4F2	 6.775	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMARCD3	 8.298	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB12	10.172	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PML	12.145	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KDM5B	13.336	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
INSM2	 9.351	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RBM15	10.746	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IRF9	 3.465	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CREBBP	11.562	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SAFB2	 5.511	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF263	10.944	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CIITA	 9.186	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HDAC2	11.804	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
OTX2	 8.055	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF273	 9.960	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF282	 9.938	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF331	 5.447	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
XRN2	11.779	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFP69B	 9.097	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SIX2	 2.158	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NELFCD	13.996	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DDX21	12.600	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DPF2	12.265	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF362	 2.455	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MNX1	12.715	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PITX3	 7.888	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB14	14.667	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PRPF4	 8.203	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MED26	11.557	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RUVBL2	12.267	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IRF8	 7.971	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TCF7L2	10.673	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
E2F8	 7.182	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BCLAF1	 7.985	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
THAP1	11.493	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ONECUT1	 4.272	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GMEB1	12.912	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF776	 6.604	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFP3	 7.026	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KAT8	 7.279	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SP7	 8.929	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KAT2A	12.938	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TSHZ1	 6.982	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBX3	 5.880	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SP4	13.243	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HIVEP1	 8.256	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZZZ3	 3.744	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MTA3	 9.704	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SPDEF	 8.807	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF143	11.898	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF664	 3.308	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFYB	12.942	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DDX5	 6.802	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZEB1	10.242	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DMAP1	10.466	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SIX5	10.828	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HNF4A	 9.421	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB21	 8.899	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF4	10.007	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NRL	13.809	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXO1	12.770	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ELK4	10.902	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF121	 5.444	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF784	10.554	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BMPR1A	 9.708	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HNRNPUL1	10.510	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RCOR1	11.248	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BACH2	 4.564	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
AGO1	10.086	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HNRNPL	 8.233	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SREBP2	12.105	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ASH1L	10.668	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF530	 6.423	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ICE1	 7.923	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TBL1X	 9.638	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NCAPH2	12.511	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ERF	11.038	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SP140L	10.750	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RFX2	 9.217	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF395	 7.792	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GTF2B	13.885	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KMT2A	12.749	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CDK8	12.552	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ARID2	13.235	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BNC2	 2.687	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF41	 5.927	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF13	 9.985	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SP1	14.344	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BCL11A	10.765	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NR2C1	 7.937	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF5	12.349	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HMGN3	14.208	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PRDM15	11.546	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZMYND11	 5.874	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB11	10.515	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SKI	13.104	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF563	 5.356	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF445	 2.754	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MRTFA	11.576	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF501	11.054	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BCL6B	 3.706	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PCGF2	 5.414	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
STAT1	11.779	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB20	 9.513	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NR2F1	10.120	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EVI1	 6.807	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TWIST1	 8.168	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HIF1A	11.731	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SETDB1	 4.715	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
LCORL	 4.538	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TEAD4	 8.885	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF213	 8.922	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZEB2	 8.253	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RB1	14.171	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NRIP1	 5.005	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
VEZF1	11.986	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
